Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR3129886,RNA-Seq,200,6967813600,PRJNA310012,SAMN04444997,4876197154,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550033,GSM2049107,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:47:00Z,1,GSM2049107,Liver,SRP068976,liver
SRR3129887,RNA-Seq,200,7023076200,PRJNA310012,SAMN04444998,4902896640,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550034,GSM2049108,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:47:00Z,1,GSM2049108,Liver,SRP068976,liver
SRR3129888,RNA-Seq,200,6946393800,PRJNA310012,SAMN04444999,4849569004,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550035,GSM2049109,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:53:00Z,1,GSM2049109,Liver,SRP068976,liver
SRR3129889,RNA-Seq,200,6104953600,PRJNA310012,SAMN04445000,4255737130,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550036,GSM2049110,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:55:00Z,1,GSM2049110,Liver,SRP068976,liver
SRR3129890,RNA-Seq,200,4751392800,PRJNA310012,SAMN04445003,3308876969,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550037,GSM2049111,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:55:00Z,1,GSM2049111,Liver,SRP068976,liver
SRR3129891,RNA-Seq,200,4461075200,PRJNA310012,SAMN04445004,3157862474,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550038,GSM2049112,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:57:00Z,1,GSM2049112,Liver,SRP068976,liver
SRR3129892,RNA-Seq,200,7620926400,PRJNA310012,SAMN04445005,5390462146,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550039,GSM2049113,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:07:00Z,1,GSM2049113,Liver,SRP068976,liver
SRR3129893,RNA-Seq,200,6550182200,PRJNA310012,SAMN04445006,4635863252,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550040,GSM2049114,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:12:00Z,1,GSM2049114,Liver,SRP068976,liver
SRR3129894,RNA-Seq,200,5488159400,PRJNA310012,SAMN04445047,3881099761,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550041,GSM2049115,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:12:00Z,1,GSM2049115,Liver,SRP068976,liver
SRR3129895,RNA-Seq,200,5692280600,PRJNA310012,SAMN04445048,4028830731,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550042,GSM2049116,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:15:00Z,1,GSM2049116,Liver,SRP068976,liver
SRR3129896,RNA-Seq,200,6164059200,PRJNA310012,SAMN04445057,4365912044,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550053,GSM2049127,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:51:00Z,1,GSM2049127,Liver,SRP068976,liver
SRR3129897,RNA-Seq,200,7597487800,PRJNA310012,SAMN04445001,5381629539,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550043,GSM2049117,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:26:00Z,1,GSM2049117,Liver,SRP068976,liver
SRR3129898,RNA-Seq,200,7483112800,PRJNA310012,SAMN04445002,5305910108,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550044,GSM2049118,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:27:00Z,1,GSM2049118,Liver,SRP068976,liver
SRR3129899,RNA-Seq,200,6586108800,PRJNA310012,SAMN04445049,4654093726,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550045,GSM2049119,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:31:00Z,1,GSM2049119,Liver,SRP068976,liver
SRR3129900,RNA-Seq,200,7872475200,PRJNA310012,SAMN04445050,5589435602,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550046,GSM2049120,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:35:00Z,1,GSM2049120,Liver,SRP068976,liver
SRR3129901,RNA-Seq,200,7841444400,PRJNA310012,SAMN04445051,5509461211,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550047,GSM2049121,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:55:00Z,1,GSM2049121,Liver,SRP068976,liver
SRR3129902,RNA-Seq,200,7874212600,PRJNA310012,SAMN04445052,5530348788,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550048,GSM2049122,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:41:00Z,1,GSM2049122,Liver,SRP068976,liver
SRR3129903,RNA-Seq,200,6940619400,PRJNA310012,SAMN04445053,4926389199,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550049,GSM2049123,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:40:00Z,1,GSM2049123,Liver,SRP068976,liver
SRR3129904,RNA-Seq,200,6540807400,PRJNA310012,SAMN04445054,4622169932,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550050,GSM2049124,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:41:00Z,1,GSM2049124,Liver,SRP068976,liver
SRR3129905,RNA-Seq,200,4839025800,PRJNA310012,SAMN04445055,3374875832,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550051,GSM2049125,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:21:00Z,1,GSM2049125,Liver,SRP068976,liver
SRR3129906,RNA-Seq,200,7853859200,PRJNA310012,SAMN04445056,5528425010,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550052,GSM2049126,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:48:00Z,1,GSM2049126,Liver,SRP068976,liver
SRR3129907,RNA-Seq,200,5954777800,PRJNA310012,SAMN04445058,4235465431,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550054,GSM2049128,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T15:54:00Z,1,GSM2049128,Liver,SRP068976,liver
SRR3129908,RNA-Seq,200,6211198600,PRJNA310012,SAMN04445060,4368966078,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550056,GSM2049130,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:03:00Z,1,GSM2049130,Liver,SRP068976,liver
SRR3129909,RNA-Seq,200,8992497000,PRJNA310012,SAMN04445059,6372901258,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550055,GSM2049129,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:02:00Z,1,GSM2049129,Liver,SRP068976,liver
SRR3129910,RNA-Seq,200,6218325200,PRJNA310012,SAMN04445061,4397784173,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550057,GSM2049131,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:06:00Z,1,GSM2049131,Liver,SRP068976,liver
SRR3129911,RNA-Seq,200,5607004200,PRJNA310012,SAMN04445064,3966455635,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550060,GSM2049134,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:20:00Z,1,GSM2049134,Liver,SRP068976,liver
SRR3129912,RNA-Seq,200,6512894000,PRJNA310012,SAMN04445062,4605040461,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550058,GSM2049132,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:10:00Z,1,GSM2049132,Liver,SRP068976,liver
SRR3129913,RNA-Seq,200,7365705000,PRJNA310012,SAMN04445063,5187131920,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550059,GSM2049133,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:16:00Z,1,GSM2049133,Liver,SRP068976,liver
SRR3129914,RNA-Seq,200,6659431200,PRJNA310012,SAMN04445065,4719022567,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550061,GSM2049135,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:27:00Z,1,GSM2049135,Liver,SRP068976,liver
SRR3129915,RNA-Seq,200,8053967800,PRJNA310012,SAMN04445066,5708784760,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550062,GSM2049136,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:31:00Z,1,GSM2049136,Liver,SRP068976,liver
SRR3129916,RNA-Seq,200,8270966400,PRJNA310012,SAMN04445067,5797698318,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550063,GSM2049137,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:52:00Z,1,GSM2049137,Liver,SRP068976,liver
SRR3129917,RNA-Seq,200,5691004800,PRJNA310012,SAMN04445068,4020250708,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550064,GSM2049138,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:36:00Z,1,GSM2049138,Liver,SRP068976,liver
SRR3129918,RNA-Seq,200,9023586800,PRJNA310012,SAMN04445069,6382347280,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550065,GSM2049139,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:42:00Z,1,GSM2049139,Liver,SRP068976,liver
SRR3129919,RNA-Seq,200,8220814800,PRJNA310012,SAMN04445070,5814566268,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550066,GSM2049140,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:46:00Z,1,GSM2049140,Liver,SRP068976,liver
SRR3129920,RNA-Seq,200,6357634800,PRJNA310012,SAMN04445071,4489743944,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550067,GSM2049141,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:32:00Z,1,GSM2049141,Liver,SRP068976,liver
SRR3129921,RNA-Seq,200,5468508000,PRJNA310012,SAMN04445007,3851698642,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550070,GSM2049144,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:51:00Z,1,GSM2049144,Liver,SRP068976,liver
SRR3129922,RNA-Seq,200,8447728000,PRJNA310012,SAMN04445072,6027053322,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550068,GSM2049142,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:53:00Z,1,GSM2049142,Liver,SRP068976,liver
SRR3129923,RNA-Seq,200,9598903400,PRJNA310012,SAMN04445076,6839073999,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550069,GSM2049143,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:55:00Z,1,GSM2049143,Liver,SRP068976,liver
SRR3129924,RNA-Seq,200,6494303600,PRJNA310012,SAMN04445008,4628192710,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550071,GSM2049145,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:56:00Z,1,GSM2049145,Liver,SRP068976,liver
SRR3129925,RNA-Seq,200,5983362000,PRJNA310012,SAMN04445009,4229719088,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550072,GSM2049146,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T16:59:00Z,1,GSM2049146,Liver,SRP068976,liver
SRR3129926,RNA-Seq,200,5890157000,PRJNA310012,SAMN04445012,4127360582,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550078,GSM2049152,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-01-28T02:29:00Z,1,GSM2049152,Liver,SRP068976,liver
SRR3129927,RNA-Seq,200,6804786200,PRJNA310012,SAMN04445073,4753085061,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550073,GSM2049147,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T17:02:00Z,1,GSM2049147,Liver,SRP068976,liver
SRR3129928,RNA-Seq,200,5377964800,PRJNA310012,SAMN04445074,3805753311,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550074,GSM2049148,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T17:06:00Z,1,GSM2049148,Liver,SRP068976,liver
SRR3129929,RNA-Seq,200,6403008600,PRJNA310012,SAMN04445075,4491024393,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550075,GSM2049149,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T17:10:00Z,1,GSM2049149,Liver,SRP068976,liver
SRR3129930,RNA-Seq,200,7044643600,PRJNA310012,SAMN04445010,4950977622,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550076,GSM2049150,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T17:16:00Z,1,GSM2049150,Liver,SRP068976,liver
SRR3129931,RNA-Seq,200,7770381600,PRJNA310012,SAMN04445011,5450534144,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550077,GSM2049151,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-01-28T02:35:00Z,1,GSM2049151,Liver,SRP068976,liver
SRR3129932,RNA-Seq,200,6855819400,PRJNA310012,SAMN04445013,4781251749,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550079,GSM2049153,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-01-28T02:49:00Z,1,GSM2049153,Liver,SRP068976,liver
SRR3129933,RNA-Seq,200,6304677200,PRJNA310012,SAMN04445014,4424411984,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550080,GSM2049154,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-01-28T02:45:00Z,1,GSM2049154,Liver,SRP068976,liver
SRR3129934,RNA-Seq,200,7480676400,PRJNA310012,SAMN04445015,5131601995,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550081,GSM2049155,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:36:00Z,1,GSM2049155,Liver,SRP068976,liver
SRR3129935,RNA-Seq,200,5289840600,PRJNA310012,SAMN04445016,3611546224,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Tumor,SRX1550082,GSM2049156,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-01T14:35:00Z,1,GSM2049156,Liver,SRP068976,liver
SRR3182261,RNA-Seq,200,4834622000,PRJNA310012,SAMN04444995,3368489342,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Normal,SRX1550031,GSM2049105,Illumina Genome Analyzer,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-05-03T00:00:00Z,2016-02-22T15:23:00Z,1,GSM2049105,Liver,SRP068976,liver
